Institute,Academic Program Name,Seat Type,Gender,Opening Rank,Closing Rank,Year,Round
Indian Institute of Technology Jodhpur,"Materials Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,1220,1306,2022,1
Indian Institute of Technology Jodhpur,"Mechanical Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,844,958,2022,1
Indian Institute of Technology Jodhpur,"Mechanical Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),1363,1363,2022,1
Indian Institute of Technology Jodhpur,"Physics with Specialization (4 Years, Bachelor of Science)",ST,Gender-Neutral,1307,1307,2022,1
Indian Institute of Technology Kanpur,"Aerospace Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,443,579,2022,1
Indian Institute of Technology Kanpur,"Aerospace Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),923,923,2022,1
Indian Institute of Technology Kanpur,"Biological Sciences and Bioengineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,1033,1057,2022,1
Indian Institute of Technology Kanpur,"Biological Sciences and Bioengineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),1278,1278,2022,1
Indian Institute of Technology Kanpur,"Chemical Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,475,648,2022,1
Indian Institute of Technology Kanpur,"Chemical Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),886,909,2022,1
Indian Institute of Technology Kanpur,"Chemistry (4 Years, Bachelor of Science)",ST,Gender-Neutral,1059,1302,2022,1
Indian Institute of Technology Kanpur,"Chemistry (4 Years, Bachelor of Science)",ST,Female-only (including Supernumerary),1392,1392,2022,1
Indian Institute of Technology Kanpur,"Civil Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,232,430,2022,1
Indian Institute of Technology Kanpur,"Civil Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),754,890,2022,1
Indian Institute of Technology Kanpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,14,41,2022,1
Indian Institute of Technology Kanpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),140,144,2022,1
Indian Institute of Technology Kanpur,"Earth Sciences (4 Years, Bachelor of Science)",ST,Gender-Neutral,1109,1213,2022,1
Indian Institute of Technology Kanpur,"Earth Sciences (4 Years, Bachelor of Science)",ST,Female-only (including Supernumerary),1381,1381,2022,1
Indian Institute of Technology Kanpur,"Economics (4 Years, Bachelor of Science)",ST,Gender-Neutral,576,759,2022,1
Indian Institute of Technology Kanpur,"Economics (4 Years, Bachelor of Science)",ST,Female-only (including Supernumerary),1362,1362,2022,1
Indian Institute of Technology Kanpur,"Electrical Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,132,266,2022,1
Indian Institute of Technology Kanpur,"Electrical Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),415,460,2022,1
Indian Institute of Technology Kanpur,"Materials Science and Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,920,1001,2022,1
Indian Institute of Technology Kanpur,"Materials Science and Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),1248,1248,2022,1
Indian Institute of Technology Kanpur,"Mathematics and Scientific Computing (4 Years, Bachelor of Science)",ST,Gender-Neutral,267,325,2022,1
Indian Institute of Technology Kanpur,"Mathematics and Scientific Computing (4 Years, Bachelor of Science)",ST,Female-only (including Supernumerary),725,725,2022,1
Indian Institute of Technology Kanpur,"Mechanical Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,300,465,2022,1
Indian Institute of Technology Kanpur,"Mechanical Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),797,838,2022,1
Indian Institute of Technology Kanpur,"Physics (4 Years, Bachelor of Science)",ST,Gender-Neutral,1114,1189,2022,1
Indian Institute of Technology Kanpur,"Statistics and Data Science (4 Years, Bachelor of Science)",ST,Gender-Neutral,348,378,2022,1
Indian Institute of Technology Madras,"Aerospace Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,396,438,2022,1
Indian Institute of Technology Madras,"Aerospace Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),664,664,2022,1
Indian Institute of Technology Madras,"Biological Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",ST,Gender-Neutral,981,1081,2022,1
Indian Institute of Technology Madras,"Biological Sciences (5 Years, Bachelor of Science and Master of Science (Dual Degree))",ST,Gender-Neutral,1010,1316,2022,1
Indian Institute of Technology Madras,"Chemical Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,315,512,2022,1
Indian Institute of Technology Madras,"Chemical Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),772,788,2022,1
Indian Institute of Technology Madras,"Civil Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,169,360,2022,1
Indian Institute of Technology Madras,"Civil Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),657,660,2022,1
Indian Institute of Technology Madras,"Computer Science and Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,19,23,2022,1
Indian Institute of Technology Madras,"Computer Science and Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),80,87,2022,1
Indian Institute of Technology Madras,"Electrical Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,70,190,2022,1
Indian Institute of Technology Madras,"Electrical Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),184,402,2022,1
Indian Institute of Technology Madras,"Engineering Design (5 Years, Bachelor and Master of Technology (Dual Degree))",ST,Gender-Neutral,726,991,2022,1
Indian Institute of Technology Madras,"Engineering Design (5 Years, Bachelor and Master of Technology (Dual Degree))",ST,Female-only (including Supernumerary),1279,1279,2022,1
Indian Institute of Technology Madras,"Engineering Physics (4 Years, Bachelor of Technology)",ST,Gender-Neutral,656,763,2022,1
Indian Institute of Technology Madras,"Mechanical Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,241,426,2022,1
Indian Institute of Technology Madras,"Mechanical Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),524,643,2022,1
Indian Institute of Technology Madras,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,560,653,2022,1
Indian Institute of Technology Madras,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),881,881,2022,1
Indian Institute of Technology Madras,"Naval Architecture and Ocean Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,745,894,2022,1
Indian Institute of Technology Madras,"Naval Architecture and Ocean Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),1003,1003,2022,1
Indian Institute of Technology Madras,"Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",ST,Gender-Neutral,901,901,2022,1
Indian Institute of Technology Gandhinagar,"Chemical Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,895,1004,2022,1
Indian Institute of Technology Gandhinagar,"Civil Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,681,686,2022,1
Indian Institute of Technology Gandhinagar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,126,127,2022,1
Indian Institute of Technology Gandhinagar,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",ST,Gender-Neutral,186,186,2022,1
Indian Institute of Technology Gandhinagar,"Electrical Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,514,575,2022,1
Indian Institute of Technology Gandhinagar,"Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",ST,Gender-Neutral,702,702,2022,1
Indian Institute of Technology Gandhinagar,"Materials Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,1192,1233,2022,1
Indian Institute of Technology Gandhinagar,"Mechanical Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,731,820,2022,1
Indian Institute of Technology Patna,"Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",ST,Gender-Neutral,327,432,2022,1
Indian Institute of Technology Patna,"Chemical Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,1023,1091,2022,1
Indian Institute of Technology Patna,"Chemical Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),1418,1418,2022,1
Indian Institute of Technology Patna,"Civil Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,766,918,2022,1
Indian Institute of Technology Patna,"Civil Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),1284,1284,2022,1
Indian Institute of Technology Patna,"Computer Science and Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,203,318,2022,1
Indian Institute of Technology Patna,"Computer Science and Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),462,462,2022,1
Indian Institute of Technology Patna,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,611,779,2022,1
Indian Institute of Technology Patna,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),1208,1208,2022,1
Indian Institute of Technology Patna,"Engineering Physics (4 Years, Bachelor of Technology)",ST,Gender-Neutral,1223,1256,2022,1
Indian Institute of Technology Patna,"Mathematics and Computing (4 Years, Bachelor of Science)",ST,Gender-Neutral,600,668,2022,1
Indian Institute of Technology Patna,"Mathematics and Computing (4 Years, Bachelor of Science)",ST,Female-only (including Supernumerary),1126,1126,2022,1
Indian Institute of Technology Patna,"Mechanical Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,962,997,2022,1
Indian Institute of Technology Patna,"Mechanical Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),1461,1461,2022,1
Indian Institute of Technology Patna,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,1234,1272,2022,1
Indian Institute of Technology Roorkee,"Architecture (5 Years, Bachelor of Architecture)",ST,Gender-Neutral,892,1382,2022,1
Indian Institute of Technology Roorkee,"Biosciences and Bioengineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,1083,1159,2022,1
Indian Institute of Technology Roorkee,"Biosciences and Bioengineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),1285,1285,2022,1
Indian Institute of Technology Roorkee,"Chemical Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,645,711,2022,1
Indian Institute of Technology Roorkee,"Chemical Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),839,1080,2022,1
Indian Institute of Technology Roorkee,"Chemical Sciences (5 Years, Bachelor of Science and Master of Science (Dual Degree))",ST,Gender-Neutral,1135,1228,2022,1
Indian Institute of Technology Roorkee,"Civil Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,172,375,2022,1
Indian Institute of Technology Roorkee,"Civil Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),293,801,2022,1
Indian Institute of Technology Roorkee,"Computer Science and Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,15,59,2022,1
Indian Institute of Technology Roorkee,"Computer Science and Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),128,175,2022,1
Indian Institute of Technology Roorkee,"Data Science and Artificial Intelligence (4 Years, Bachelor of Technology)",ST,Gender-Neutral,103,130,2022,1
Indian Institute of Technology Roorkee,"Data Science and Artificial Intelligence (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),235,235,2022,1
Indian Institute of Technology Roorkee,"Economics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",ST,Gender-Neutral,1131,1141,2022,1
Indian Institute of Technology Roorkee,"Electrical Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,162,306,2022,1
Indian Institute of Technology Roorkee,"Electrical Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),397,492,2022,1
Indian Institute of Technology Roorkee,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,106,197,2022,1
Indian Institute of Technology Roorkee,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),364,373,2022,1
Indian Institute of Technology Roorkee,"Engineering Physics (4 Years, Bachelor of Technology)",ST,Gender-Neutral,717,807,2022,1
Indian Institute of Technology Roorkee,"Geological Technology (5 Years, Integrated Master of Technology)",ST,Gender-Neutral,1288,1343,2022,1
Indian Institute of Technology Roorkee,"Geological Technology (5 Years, Integrated Master of Technology)",ST,Female-only (including Supernumerary),1549,1549,2022,1
Indian Institute of Technology Roorkee,"Geophysical Technology (5 Years, Integrated Master of Technology)",ST,Gender-Neutral,1092,1341,2022,1
Indian Institute of Technology Roorkee,"Mathematics & Computing (5 Years, Bachelor of Science and Master of Science (Dual Degree))",ST,Gender-Neutral,178,320,2022,1
Indian Institute of Technology Roorkee,"Mathematics & Computing (5 Years, Bachelor of Science and Master of Science (Dual Degree))",ST,Female-only (including Supernumerary),961,961,2022,1
Indian Institute of Technology Roorkee,"Mechanical Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,345,541,2022,1
Indian Institute of Technology Roorkee,"Mechanical Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),926,1105,2022,1
Indian Institute of Technology Roorkee,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,666,902,2022,1
Indian Institute of Technology Roorkee,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),1364,1364,2022,1
Indian Institute of Technology Roorkee,"Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",ST,Gender-Neutral,1060,1327,2022,1
Indian Institute of Technology Roorkee,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,852,898,2022,1
Indian Institute of Technology Roorkee,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),1202,1202,2022,1
Indian Institute of Technology (ISM) Dhanbad,"Applied Geology (5 Years, Integrated Master of Technology)",ST,Gender-Neutral,1424,1424,2022,1
Indian Institute of Technology (ISM) Dhanbad,"Applied Geophysics (5 Years, Integrated Master of Technology)",ST,Gender-Neutral,1412,1412,2022,1
Indian Institute of Technology (ISM) Dhanbad,"Chemical Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,968,994,2022,1
Indian Institute of Technology (ISM) Dhanbad,"Chemical Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),1402,1402,2022,1
Indian Institute of Technology (ISM) Dhanbad,"Civil Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,670,739,2022,1
Indian Institute of Technology (ISM) Dhanbad,"Civil Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),1008,1008,2022,1
Indian Institute of Technology (ISM) Dhanbad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,123,193,2022,1
Indian Institute of Technology (ISM) Dhanbad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),352,376,2022,1
Indian Institute of Technology (ISM) Dhanbad,"Electrical Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,561,692,2022,1
Indian Institute of Technology (ISM) Dhanbad,"Electrical Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),1072,1075,2022,1
Indian Institute of Technology (ISM) Dhanbad,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,368,493,2022,1
Indian Institute of Technology (ISM) Dhanbad,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),829,858,2022,1
Indian Institute of Technology (ISM) Dhanbad,"Engineering Physics (4 Years, Bachelor of Technology)",ST,Gender-Neutral,1143,1197,2022,1
Indian Institute of Technology (ISM) Dhanbad,"Environmental Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,1093,1268,2022,1
Indian Institute of Technology (ISM) Dhanbad,"Environmental Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),1387,1387,2022,1
Indian Institute of Technology (ISM) Dhanbad,"Mathematics and Computing (5 Years, Integrated Master of Technology)",ST,Gender-Neutral,566,625,2022,1
Indian Institute of Technology (ISM) Dhanbad,"Mathematics and Computing (5 Years, Integrated Master of Technology)",ST,Female-only (including Supernumerary),1084,1084,2022,1
Indian Institute of Technology (ISM) Dhanbad,"Mechanical Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,604,863,2022,1
Indian Institute of Technology (ISM) Dhanbad,"Mechanical Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),1158,1250,2022,1
Indian Institute of Technology (ISM) Dhanbad,"Mineral and Metallurgical Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,1165,1230,2022,1
Indian Institute of Technology (ISM) Dhanbad,"Mineral and Metallurgical Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),1537,1537,2022,1
Indian Institute of Technology (ISM) Dhanbad,"Mining Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,792,1219,2022,1
Indian Institute of Technology (ISM) Dhanbad,"Mining Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),1547,1553,2022,1
Indian Institute of Technology (ISM) Dhanbad,"Mining Machinery Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,1199,1264,2022,1
Indian Institute of Technology (ISM) Dhanbad,"Mining Machinery Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),1400,1400,2022,1
Indian Institute of Technology (ISM) Dhanbad,"Petroleum Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,812,1061,2022,1
Indian Institute of Technology (ISM) Dhanbad,"Petroleum Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),1499,1499,2022,1
Indian Institute of Technology Ropar,"Chemical Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,913,913,2022,1
Indian Institute of Technology Ropar,"Civil Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,688,743,2022,1
Indian Institute of Technology Ropar,"Civil Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),966,966,2022,1
Indian Institute of Technology Ropar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,160,244,2022,1
Indian Institute of Technology Ropar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),446,446,2022,1
Indian Institute of Technology Ropar,"Electrical Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,618,713,2022,1
Indian Institute of Technology Ropar,"Electrical Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),874,874,2022,1
Indian Institute of Technology Ropar,"Engineering Physics (4 Years, Bachelor of Technology)",ST,Gender-Neutral,1125,1125,2022,1
Indian Institute of Technology Ropar,"Mathematics and Computing (4 Years, Bachelor of Technology)",ST,Gender-Neutral,370,489,2022,1
Indian Institute of Technology Ropar,"Mathematics and Computing (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),1005,1005,2022,1
Indian Institute of Technology Ropar,"Mechanical Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,865,984,2022,1
Indian Institute of Technology Ropar,"Mechanical Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),1271,1271,2022,1
Indian Institute of Technology Ropar,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,1099,1195,2022,1
Indian Institute of Technology Ropar,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),1532,1532,2022,1
Indian Institute of Technology (BHU) Varanasi,"Architecture (5 Years, Bachelor of Architecture)",ST,Gender-Neutral,1347,1441,2022,1
Indian Institute of Technology (BHU) Varanasi,"Biochemical Engineering with M.Tech. in Biochemical Engineering and Biotechnology (5 Years, Bachelor and Master of Technology (Dual Degree))",ST,Gender-Neutral,1310,1351,2022,1
Indian Institute of Technology (BHU) Varanasi,"Bioengineering with M.Tech in Biomedical Technology (5 Years, Bachelor and Master of Technology (Dual Degree))",ST,Gender-Neutral,1308,1308,2022,1
Indian Institute of Technology (BHU) Varanasi,"Ceramic Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,1281,1338,2022,1
Indian Institute of Technology (BHU) Varanasi,"Ceramic Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),1554,1554,2022,1
Indian Institute of Technology (BHU) Varanasi,"Ceramic Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",ST,Gender-Neutral,1354,1354,2022,1
Indian Institute of Technology (BHU) Varanasi,"Chemical Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,884,941,2022,1
Indian Institute of Technology (BHU) Varanasi,"Chemical Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),1246,1304,2022,1
Indian Institute of Technology (BHU) Varanasi,"Civil Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,435,667,2022,1
Indian Institute of Technology (BHU) Varanasi,"Civil Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),989,1096,2022,1
Indian Institute of Technology (BHU) Varanasi,"Civil Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",ST,Gender-Neutral,798,842,2022,1
Indian Institute of Technology (BHU) Varanasi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,76,121,2022,1
Indian Institute of Technology (BHU) Varanasi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),228,228,2022,1
Indian Institute of Technology (BHU) Varanasi,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",ST,Gender-Neutral,79,138,2022,1
Indian Institute of Technology (BHU) Varanasi,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",ST,Female-only (including Supernumerary),353,353,2022,1
Indian Institute of Technology (BHU) Varanasi,"Electrical Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,339,490,2022,1
Indian Institute of Technology (BHU) Varanasi,"Electrical Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),578,796,2022,1
Indian Institute of Technology (BHU) Varanasi,"Electrical Engineering with M.Tech. in Power Electronics (5 Years, Bachelor and Master of Technology (Dual Degree))",ST,Gender-Neutral,535,535,2022,1
Indian Institute of Technology (BHU) Varanasi,"Electrical Engineering with M.Tech. in Power Electronics (5 Years, Bachelor and Master of Technology (Dual Degree))",ST,Female-only (including Supernumerary),1056,1056,2022,1
Indian Institute of Technology (BHU) Varanasi,"Electronics Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,341,456,2022,1
Indian Institute of Technology (BHU) Varanasi,"Electronics Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),679,840,2022,1
Indian Institute of Technology (BHU) Varanasi,"Engineering Physics (5 Years, Bachelor and Master of Technology (Dual Degree))",ST,Gender-Neutral,1157,1167,2022,1
Indian Institute of Technology (BHU) Varanasi,"Industrial Chemistry (5 Years, Bachelor and Master of Technology (Dual Degree))",ST,Gender-Neutral,1339,1384,2022,1
Indian Institute of Technology (BHU) Varanasi,"Materials Science and Technology (5 Years, Bachelor and Master of Technology (Dual Degree))",ST,Gender-Neutral,1321,1321,2022,1
Indian Institute of Technology (BHU) Varanasi,"Mathematics and Computing (5 Years, Bachelor and Master of Technology (Dual Degree))",ST,Gender-Neutral,332,474,2022,1
Indian Institute of Technology (BHU) Varanasi,"Mathematics and Computing (5 Years, Bachelor and Master of Technology (Dual Degree))",ST,Female-only (including Supernumerary),701,701,2022,1
Indian Institute of Technology (BHU) Varanasi,"Mechanical Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,538,789,2022,1
Indian Institute of Technology (BHU) Varanasi,"Mechanical Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),1171,1259,2022,1
Indian Institute of Technology (BHU) Varanasi,"Mechanical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",ST,Gender-Neutral,811,883,2022,1
Indian Institute of Technology (BHU) Varanasi,"Mechanical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",ST,Female-only (including Supernumerary),1375,1375,2022,1
Indian Institute of Technology (BHU) Varanasi,"Metallurgical Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,872,1180,2022,1
Indian Institute of Technology (BHU) Varanasi,"Metallurgical Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),1505,1510,2022,1
Indian Institute of Technology (BHU) Varanasi,"Metallurgical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",ST,Gender-Neutral,1224,1270,2022,1
Indian Institute of Technology (BHU) Varanasi,"Mining Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,964,1212,2022,1
Indian Institute of Technology (BHU) Varanasi,"Mining Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",ST,Gender-Neutral,1273,1273,2022,1
Indian Institute of Technology (BHU) Varanasi,"Pharmaceutical Engineering & Technology (4 Years, Bachelor of Technology)",ST,Gender-Neutral,1336,1409,2022,1
Indian Institute of Technology (BHU) Varanasi,"Pharmaceutical Engineering & Technology (5 Years, Bachelor and Master of Technology (Dual Degree))",ST,Gender-Neutral,1318,1376,2022,1
Indian Institute of Technology Guwahati,"Biosciences and Bioengineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,1082,1186,2022,1
Indian Institute of Technology Guwahati,"Biosciences and Bioengineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),1428,1428,2022,1
Indian Institute of Technology Guwahati,"Chemical Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,642,804,2022,1
Indian Institute of Technology Guwahati,"Chemical Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),934,1200,2022,1
Indian Institute of Technology Guwahati,"Chemical Science and Technology (4 Years, Bachelor of Technology)",ST,Gender-Neutral,814,862,2022,1
Indian Institute of Technology Guwahati,"Chemical Science and Technology (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),1352,1352,2022,1
Indian Institute of Technology Guwahati,"Civil Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,516,587,2022,1
Indian Institute of Technology Guwahati,"Civil Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),683,700,2022,1
Indian Institute of Technology Guwahati,"Computer Science and Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,62,77,2022,1
Indian Institute of Technology Guwahati,"Computer Science and Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),183,188,2022,1
Indian Institute of Technology Guwahati,"Data Science and Artificial Intelligence (4 Years, Bachelor of Technology)",ST,Gender-Neutral,134,137,2022,1
Indian Institute of Technology Guwahati,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,150,260,2022,1
Indian Institute of Technology Guwahati,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),478,478,2022,1
Indian Institute of Technology Guwahati,"Electronics and Electrical Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,309,340,2022,1
Indian Institute of Technology Guwahati,"Electronics and Electrical Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),497,497,2022,1
Indian Institute of Technology Guwahati,"Energy Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,940,940,2022,1
Indian Institute of Technology Guwahati,"Engineering Physics (4 Years, Bachelor of Technology)",ST,Gender-Neutral,815,1016,2022,1
