,Unnamed: 0,Institute,Academic Program Name,Quota,Seat Type,Gender,Opening Rank,Closing Rank,Year,Round
814,48475,"Birla Institute of Technology, Mesra, Ranchi","Mathematics and Computing (5 Years, Integrated Master of Science)",AI,ST,Gender-Neutral,4141,4216,2022,5
818,48483,"Birla Institute of Technology, Mesra, Ranchi","Mechanical Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,3533,4048,2022,5
822,48491,"Birla Institute of Technology, Mesra, Ranchi","Physics (5 Years, Integrated Master of Science)",AI,ST,Gender-Neutral,5152,5152,2022,5
826,48498,"Birla Institute of Technology, Mesra, Ranchi","Production and Industrial Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,4562,4652,2022,5
831,48507,"Birla Institute of Technology, Mesra, Ranchi","Quantitative Economics & Data Science (5 Years, Integrated Master of Science)",AI,ST,Gender-Neutral,3716,3716,2022,5
837,48517,"Gurukula Kangri Vishwavidyalaya, Haridwar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,3786,5292,2022,5
842,48522,"Gurukula Kangri Vishwavidyalaya, Haridwar","Electrical Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,4485,4911,2022,5
847,48527,"Gurukula Kangri Vishwavidyalaya, Haridwar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,4567,5666,2022,5
852,48532,"Gurukula Kangri Vishwavidyalaya, Haridwar","Mechanical Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,4963,5955,2022,5
857,48537,"Indian Institute of Carpet Technology, Bhadohi","Carpet and Textile Technology (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,5789,5789,2022,5
862,48542,"Institute of Infrastructure, Technology, Research and Management-Ahmedabad","Civil Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,3702,4601,2022,5
866,48546,"Institute of Infrastructure, Technology, Research and Management-Ahmedabad","Computer Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,1770,3335,2022,5
871,48551,"Institute of Infrastructure, Technology, Research and Management-Ahmedabad","Electrical Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,3521,4387,2022,5
876,48556,"Institute of Infrastructure, Technology, Research and Management-Ahmedabad","Mechanical Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,3160,4556,2022,5
881,48561,"Institute of Technology, Guru Ghasidas Vishwavidyalaya (A Central University), Bilaspur, (C.G.)","Chemical Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,5052,5957,2022,5
887,48567,"Institute of Technology, Guru Ghasidas Vishwavidyalaya (A Central University), Bilaspur, (C.G.)","Civil Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,3697,4596,2022,5
893,48573,"Institute of Technology, Guru Ghasidas Vishwavidyalaya (A Central University), Bilaspur, (C.G.)","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,3118,3953,2022,5
898,48578,"Institute of Technology, Guru Ghasidas Vishwavidyalaya (A Central University), Bilaspur, (C.G.)","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,3976,4794,2022,5
903,48583,"Institute of Technology, Guru Ghasidas Vishwavidyalaya (A Central University), Bilaspur, (C.G.)","Industrial and Production Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,5837,6103,2022,5
909,48589,"Institute of Technology, Guru Ghasidas Vishwavidyalaya (A Central University), Bilaspur, (C.G.)","Information Technology (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,3709,4684,2022,5
914,48594,"Institute of Technology, Guru Ghasidas Vishwavidyalaya (A Central University), Bilaspur, (C.G.)","Mechanical Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,5067,5446,2022,5
920,48600,"J.K. Institute of Applied Physics & Technology, Department of Electronics & Communication, University of Allahabad- Allahabad","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,3119,4264,2022,5
