,Institute,Academic Program Name,Seat Type,Gender,Opening Rank,Closing Rank,Year,Round
61,Indian Institute of Technology Mandi,"Bio Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,Female-only (including Supernumerary),18277,21756,2022,2
62,Indian Institute of Technology Mandi,"Civil Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,10378,12003,2022,2
63,Indian Institute of Technology Mandi,"Civil Engineering (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),15540,18408,2022,2
64,Indian Institute of Technology Mandi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,1846,2798,2022,2
65,Indian Institute of Technology Mandi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),5239,5959,2022,2
66,Indian Institute of Technology Mandi,"Data Science and Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,3087,3755,2022,2
67,Indian Institute of Technology Mandi,"Data Science and Engineering (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),6307,6475,2022,2
68,Indian Institute of Technology Mandi,"Electrical Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,4602,6486,2022,2
69,Indian Institute of Technology Mandi,"Electrical Engineering (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),8217,11645,2022,2
70,Indian Institute of Technology Mandi,"Engineering Physics (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,8155,10738,2022,2
71,Indian Institute of Technology Mandi,"Engineering Physics (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),16189,16863,2022,2
72,Indian Institute of Technology Mandi,"Mechanical Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,6673,9202,2022,2
73,Indian Institute of Technology Mandi,"Mechanical Engineering (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),13581,15259,2022,2
74,Indian Institute of Technology Delhi,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,2747,4744,2022,2
75,Indian Institute of Technology Delhi,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),4717,10094,2022,2
76,Indian Institute of Technology Delhi,"Chemical Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,1261,2343,2022,2
77,Indian Institute of Technology Delhi,"Chemical Engineering (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),3327,4570,2022,2
78,Indian Institute of Technology Delhi,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,Gender-Neutral,2918,3956,2022,2
79,Indian Institute of Technology Delhi,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,Female-only (including Supernumerary),5031,6821,2022,2
80,Indian Institute of Technology Delhi,"Civil Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,2766,4261,2022,2
81,Indian Institute of Technology Delhi,"Civil Engineering (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),4603,8206,2022,2
82,Indian Institute of Technology Delhi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,29,102,2022,2
83,Indian Institute of Technology Delhi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),330,450,2022,2
84,Indian Institute of Technology Delhi,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,Gender-Neutral,116,196,2022,2
85,Indian Institute of Technology Delhi,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,Female-only (including Supernumerary),522,700,2022,2
