,Institute,Academic Program Name,Seat Type,Gender,Opening Rank,Closing Rank,Year,Round
0,Indian Institute of Technology Bhubaneswar,"Civil Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,1729,2362,2022,6
1,Indian Institute of Technology Bhubaneswar,"Civil Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),2464,2464,2022,6
2,Indian Institute of Technology Bhubaneswar,"Civil Engineering and M. Tech. in Structural Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",SC,Gender-Neutral,2375,2375,2022,6
3,Indian Institute of Technology Bhubaneswar,"Civil Engineering and M. Tech. in Structural Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",SC,Female-only (including Supernumerary),3561,3561,2022,6
4,Indian Institute of Technology Bhubaneswar,"Civil Engineering and M.Tech in Transportation Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",SC,Gender-Neutral,2621,2628,2022,6
5,Indian Institute of Technology Bhubaneswar,"Civil Engineering and M.Tech. in Environmental Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",SC,Gender-Neutral,1720,1720,2022,6
6,Indian Institute of Technology Bhubaneswar,"Civil Engineering and M.Tech. in Environmental Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",SC,Female-only (including Supernumerary),3584,3673,2022,6
7,Indian Institute of Technology Bhubaneswar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,280,366,2022,6
8,Indian Institute of Technology Bhubaneswar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),725,725,2022,6
9,Indian Institute of Technology Bhubaneswar,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",SC,Gender-Neutral,545,545,2022,6
10,Indian Institute of Technology Bhubaneswar,"Electrical Engineering and M.Tech Power Electronics and Drives (5 Years, Bachelor and Master of Technology (Dual Degree))",SC,Gender-Neutral,1190,1190,2022,6
11,Indian Institute of Technology Bhubaneswar,"Electrical Engineering and M.Tech Power Electronics and Drives (5 Years, Bachelor and Master of Technology (Dual Degree))",SC,Female-only (including Supernumerary),2607,2607,2022,6
12,Indian Institute of Technology Bhubaneswar,"Electrical Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,1155,1440,2022,6
13,Indian Institute of Technology Bhubaneswar,"Electrical Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),1877,1941,2022,6
14,Indian Institute of Technology Bhubaneswar,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,876,1090,2022,6
15,Indian Institute of Technology Bhubaneswar,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),1264,1386,2022,6
16,Indian Institute of Technology Bhubaneswar,"Mechanical Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,1497,2013,2022,6
17,Indian Institute of Technology Bhubaneswar,"Mechanical Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),2505,2505,2022,6
18,Indian Institute of Technology Bhubaneswar,"Mechanical Engineering and M. Tech. in Mechanical System Design (5 Years, Bachelor and Master of Technology (Dual Degree))",SC,Gender-Neutral,2036,2055,2022,6
19,Indian Institute of Technology Bhubaneswar,"Mechanical Engineering and M. Tech. in Thermal Science & Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",SC,Gender-Neutral,2321,2321,2022,6
20,Indian Institute of Technology Bhubaneswar,"Mechanical Engineering and M. Tech. in Thermal Science & Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",SC,Female-only (including Supernumerary),3317,3317,2022,6
21,Indian Institute of Technology Bhubaneswar,"Mechanical Engineering with M.Tech. in Manufacturing Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",SC,Gender-Neutral,2306,2306,2022,6
22,Indian Institute of Technology Bhubaneswar,"Mechanical Engineering with M.Tech. in Manufacturing Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",SC,Female-only (including Supernumerary),3285,3285,2022,6
23,Indian Institute of Technology Bhubaneswar,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,2170,2429,2022,6
24,Indian Institute of Technology Bhubaneswar,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),3643,3643,2022,6
25,Indian Institute of Technology Bhubaneswar,"Metallurgical and Materials Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",SC,Gender-Neutral,2538,2538,2022,6
26,Indian Institute of Technology Bombay,"Aerospace Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,275,726,2022,6
27,Indian Institute of Technology Bombay,"Aerospace Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),470,1141,2022,6
28,Indian Institute of Technology Bombay,"BS in Mathematics (4 Years, Bachelor of Science)",SC,Gender-Neutral,548,742,2022,6
29,Indian Institute of Technology Bombay,"BS in Mathematics (4 Years, Bachelor of Science)",SC,Female-only (including Supernumerary),2391,2391,2022,6
30,Indian Institute of Technology Bombay,"Chemical Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,416,698,2022,6
31,Indian Institute of Technology Bombay,"Chemical Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),885,1343,2022,6
32,Indian Institute of Technology Bombay,"Chemistry (4 Years, Bachelor of Science)",SC,Gender-Neutral,1161,1788,2022,6
33,Indian Institute of Technology Bombay,"Chemistry (4 Years, Bachelor of Science)",SC,Female-only (including Supernumerary),2399,2399,2022,6
34,Indian Institute of Technology Bombay,"Civil Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,253,851,2022,6
35,Indian Institute of Technology Bombay,"Civil Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),1193,1817,2022,6
36,Indian Institute of Technology Bombay,"Computer Science and Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,1,23,2022,6
37,Indian Institute of Technology Bombay,"Computer Science and Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),63,107,2022,6
38,Indian Institute of Technology Bombay,"Economics (4 Years, Bachelor of Science)",SC,Gender-Neutral,559,882,2022,6
39,Indian Institute of Technology Bombay,"Economics (4 Years, Bachelor of Science)",SC,Female-only (including Supernumerary),1215,1215,2022,6
40,Indian Institute of Technology Bombay,"Electrical Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,35,135,2022,6
41,Indian Institute of Technology Bombay,"Electrical Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),61,534,2022,6
42,Indian Institute of Technology Bombay,"Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",SC,Gender-Neutral,138,303,2022,6
43,Indian Institute of Technology Bombay,"Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",SC,Female-only (including Supernumerary),543,832,2022,6
44,Indian Institute of Technology Bombay,"Energy Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,873,1045,2022,6
45,Indian Institute of Technology Bombay,"Energy Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),1567,1567,2022,6
46,Indian Institute of Technology Bombay,"Engineering Physics (4 Years, Bachelor of Technology)",SC,Gender-Neutral,498,774,2022,6
47,Indian Institute of Technology Bombay,"Engineering Physics (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),1606,1684,2022,6
48,Indian Institute of Technology Bombay,"Environmental Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",SC,Gender-Neutral,1095,1469,2022,6
49,Indian Institute of Technology Bombay,"Environmental Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",SC,Female-only (including Supernumerary),2454,2454,2022,6
50,Indian Institute of Technology Bombay,"Mechanical Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,142,369,2022,6
51,Indian Institute of Technology Bombay,"Mechanical Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),625,1039,2022,6
52,Indian Institute of Technology Bombay,"Mechanical Engineering and M.Tech. in Computer Integrated Manufacturing (5 Years, Bachelor and Master of Technology (Dual Degree))",SC,Gender-Neutral,443,469,2022,6
53,Indian Institute of Technology Bombay,"Mechanical Engineering and M.Tech. in Computer Integrated Manufacturing (5 Years, Bachelor and Master of Technology (Dual Degree))",SC,Female-only (including Supernumerary),1349,1349,2022,6
54,Indian Institute of Technology Bombay,"Metallurgical Engineering and Materials Science (4 Years, Bachelor of Technology)",SC,Gender-Neutral,890,1066,2022,6
55,Indian Institute of Technology Bombay,"Metallurgical Engineering and Materials Science (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),1871,2312,2022,6
